GeneA,GeneB
MAP3K7,ELP1
MDFI,PCSK5
SUN1,MDFI
MRPS33,RPS9
NUP98,TOMM20
ITGB3BP,NUP98
NEK6,NUP98
NEK6,MYO1C
HNRNPCL2,MAP2K3
KRTAP10-9,PTGER3
ARIH2,XRN2
SNU13,SF3A2
SF3A2,PRPF3
EXD2,MRPS5
MYBBP1A,CENPU
RPL3,RPL7A
MAP3K4,ACTB
MEIS2,ACTB
CORO1A,ACTB
MYL12A,ACTB
ARPC1A,ACTB
MYL12B,ACTB
RPL3,TENT4B
ERG,HNRNPD
RRP1B,NOM1
GTF2E2,MCC
GOT1,EZR
FHL3,POM121
DRD2,PPBP
SF3A1,LUC7L2
NEDD9,VIM
HP,MAPT
AMPH,MAPT
FLG,MAPT
MAPT,MARCHF7
FN1,C1QA
FN1,FAM20C
FN1,ITGA3
FN1,H3C15
MAGOHB,TRIM27
SYT6,TRIM27
TARDBP,NOP16
TARDBP,NACA
CS,MRPS22
CS,MRPS2
HSPA6,MAP3K1
ERCC3,COPS2
ERCC3,NEURL4
USP18,HSP90AB1
HSP90AB1,FCHSD2
HSP90AB1,MINK1
RPSA,SF3B5
PLGRKT,BTRC
INAVA,BTRC
WDR12,BTRC
UBE4B,BTRC
CEP250,YBX3
CEP250,IRS4
PTEN,ITPRID2
CSNK2A1,ZRANB2
CSNK2A1,LHX3
ZNF318,DISC1
DISC1,MYH7
DISC1,ITIH2
CLPX,FBL
DCPS,SF3B6
CLTA,DCPS
NMS,NPB
CNR2,NMS
CHRM3,NMS
STOM,ERGIC3
MTRES1,DDX54
NTRK1,MSTO1
SCAF8,NTRK1
YWHAG,CEP76
ETS1,TBP
RPS13,SSR3
PAK1,RCN2
HDAC5,LDHA
DVL1,PAK1
RPTOR,RAP1B
COX5B,AIFM1
DDX6,HELZ
RICTOR,SP100
XRN1,RHBDD1
CLUAP1,RICTOR
RARS1,SDCBP
GRM4,CCR2
CCR6,CCR2
ATP5MG,PCM1
SPAG5,PCM1
CDK9,SLC25A22
CDK9,TAF7
GPM6A,PRNP
DYRK1A,TCOF1
DYRK1A,TMOD3
SMG9,RPL30
ANKRD17,MAVS
MCRS1,MAPK9
RCC2,RANBP2
CEBPA,RANBP2
RANBP2,BANF1
ADCY7,LPAR5
ADCY5,LPAR5
PAFAH1B1,NUP133
INSL5,ADCY7
INSL5,ADCY5
FAM120C,SUMO1
RNF145,UBC
ECSIT,PSEN1
CTTN,MLH1
AJUBA,DYNLL1
EEF1A1,ZBTB7A
APEX1,NSRP1
APEX1,IQCN
APEX1,POR
DIP2A,APEX1
EPHB4,APEX1
CSNK1G2,APEX1
PRKCA,SDC2
ANAPC4,PSME2
PPY,PRKCA
CHRM2,GNAI1
GNAI1,CCL20
GNAI1,NPW
TAB2,PRPS2
TAB2,TRIM29
KIF1B,PRPS2
ADCY3,CCL20
ADCY3,NPW
ADCY3,CHRM2
CASC3,RPL29
CCR5,GRM8
OTULINL,TBC1D22B
RNF123,KMT2B
NUP42,SRSF4
SRSF4,NUP214
PRMT5,UQCRC1
PRMT5,TRIB3
PRMT5,HSF1
NUPR1,PCBP3
MTERF3,RBMS2
MSH6,UBR5
ENG,LGALS3
CCR4,BSG
CCR4,PMCH
CCR4,GRM2
CCR4,AGTR2
CCR4,ADORA2A
MYO6,DCAF1
PPIA,CD247
DICER1,TCF7L2
RALBP1,HMGA1
HMGA1,PPIA
PARK7,PPIA
SMG8,RPL22
PRKN,AIFM1
WRN,HERC2
RBM25,HERC2
KNOP1,HERC2
FLII,HERC2
DDX39A,HERC2
EIF2S1,BRD4
RPL7L1,RPL19
KRT18,NCBP3
SPATS2L,YBX1
YBX1,SMU1
YBX1,RBM23
PRKCE,KEAP1
LAMTOR5,KEAP1
DLD,ERH
TLE5,MFAP4
DAXX,HABP4
BACE1,HSPA5
HSPA5,CHST12
RPL24,RPS4Y1
PPP2R2A,RPS4Y1
RPS4Y1,RPS25
EPAS1,SMARCA2
ADH5,TP53
TP53,SNURF
PRKAA2,SMN1
FFAR2,GRK5
GEMIN4,NUP153
GEMIN4,TOP1
NOP2,TOP1
SSTR3,C5AR1
PDYN,C5AR1
NPBWR2,C5AR1
CCR10,C5AR1
HNRNPLL,NCOR1
PDPK1,PIK3C3
EIF3K,RPS15A
EIF3K,RPL27
WBP11,MAP1LC3B
MKRN1,MAP1LC3B
RUVBL2,AIRE
RNF138,UBE2M
FIS1,PTBP3
SMG1,RPS5
CLK3,PTBP3
RPS5,EIF5B
PSMD1,DERL1
EWSR1,RRP15
CHN1,ERBB2
WAPL,MAD1L1
MGA,RNF31
ELAVL1,RBM47
ABCE1,RPS12
SENP3,KMT2A
CENPJ,ABCE1
GCG,GNAS
SF3B4,ITSN1
ITPRID2,YWHAH
GSTK1,STAT1
RLN3,S1PR1
AMBRA1,METTL3
NDUFS6,TACO1
CPSF1,SEH1L
MRPS27,TACO1
PRKDC,USF1
PRKDC,RAD17
CIC,USF1
CIC,CHD8
PRDX4,CIC
EPB41L3,CCNT1
H1-1,TRIP12
H1-1,XRCC4
FOXB1,RPA3
SLC25A10,BRD7
CXCL5,ARHGEF1
CXCR3,ARHGEF1
FOXA1,TRIM33
GTF2F1,S100B
NEDD1,ARHGEF2
RPL32,SRPRA
TUBB8,LY86
SRPRA,ST7
NPTN,TUBB8
CNR1,OPRM1
P4HA1,WWOX
IK,WWOX
FDFT1,WWOX
WWOX,RPRD1B
PYCR1,MDC1
ORC2,BRCA1
HIF1A,SETD7
JPH3,CLPP
TRIM28,SETDB1
DNAJA1,ANKRD55
ESR1,RPS26
COX15,HNRNPDL
COX15,MRPS23
COX15,ATP1A1
ATP5PD,COX15
RC3H1,RPL23A
UPF1,AIM2
HTT,IPO4
KAT5,TNNT1
PARP1,RNF168
EPB41L2,UBE3A
POLA1,TP53
GNL3,PRKRA
H1-5,SSUH2
PRPF31,SSB
RPAP3,IMMP2L
SRRT,LIN28A
COPS7A,IMMP2L
MCM7,PKP2
ANXA1,NGB
CHRM1,ANXA1
SUPT16H,FGFBP1
SUPT16H,VRK1
RPS3,TOMM70
MAPK13,RPS3
BEND7,RPS3
SEC61A2,UBA52
KCNA5,UBA52
TRMT61B,MRPS24
ADORA2B,GABBR1
GABBR1,CCL23
IGF2BP1,PABPC4
TBK1,PIP
DNM1,SMC1A
DHX36,SERBP1
SERBP1,TNPO2
PNOC,SAA1
NFATC2,MTA2
NFATC2,SMARCD1
OXER1,SAA1
GRK2,SAA1
CCR8,SAA1
SAA1,CXCR5
ADCY9,CXCR5
ADCY9,PNOC
ADCY9,OXER1
ADCY9,CCR8
HNRNPUL1,MRPS12
CD2BP2,PUF60
SLX4,GFM1
USP18,PCNA
PCNA,ARMCX3
DHTKD1,KIF14
PPIL2,KIF14
SYNM,KIF14
SUZ12,TASOR2
YWHAH,CBL
NOS2,RPL7
CLEC12B,PTPN6
TRAF3IP1,RPL7
POP1,RPL7
FUS,RPL18
SMAD4,ACVR2B
HSPH1,NF2
EIF2S3,RPS18
DUX4,RPS18
NADK,YWHAE
METAP2,YWHAE
YWHAE,FAM189A2
FZR1,SKIL
PSME3,U2AF1
TNIP2,MAP3K21
TNIP2,SARNP
SARNP,RBM39
SMN2,TNIP2
PATJ,TNIP2
C1QBP,NDUFAF2
C1QBP,OPA3
DHX30,ZC3H10
DHX30,ZNF574
AGR2,COQ6
AGR2,PCCB
AGR2,CCDC9
AGR2,ACOT7
GRPR,PDK1
MYOF,YWHAZ
CSF2,YWHAZ
PRMT3,EGLN3
EGLN3,TBKBP1
EGLN3,UBXN8
EGLN3,UMPS
EGLN3,SRI
EGLN3,PALS2
EGLN3,GSC2
EGLN3,TTLL12
EGLN3,LRCH1
COLGALT1,EFTUD2
DCTPP1,EFTUD2
HSPA14,EFTUD2
RPL22L1,EFTUD2
FLYWCH2,EFTUD2
ABT1,MRPL9
OPTN,AKAP1
CSTF1,HNRNPA2B1
STAM2,CCT5
SH2D3C,NEDD8
TMPO,SLC25A11
CBX5,ORC3
ARPC4,TMPO
BET1,CD74
ADCY8,CXCL12
ADCY8,PF4
NDC80,CCNB2
RAMP3,KRTAP10-3
RIOK1,H1-10
MYH9,ATG9A
RARS1,RIOK1
MTREX,RIOK1
FBLN1,FXR1
ITPR1,PLCB3
RACK1,TXNIP
SPTAN1,MYO19
TCTN3,SFTPC
NEFL,SPTAN1
E2F4,FHL2
ZDHHC5,RHBDF2
ZDHHC5,PTPRF
ZDHHC5,HIP1
CDKN1B,PSMB10
POLR2E,SUGP1
GTF2H4,POLR2E
U2AF2,SRSF6
PEX14,CCT3
GRP,PIK3CA
UTS2R,PIK3CA
UTS2B,PIK3CA
PIK3CA,CYSLTR2
UBQLN1,TLR4
LRPPRC,MRPL49
LRPPRC,PEX14
LRPPRC,PYCR2
CXCL1,MTNR1B
EIF3E,RPS21
RPL21,SRP68
NRAS,FGF17
SNW1,NFIC
SNW1,OSTF1
FYB1,NRAS
CYP51A1,NRAS
SNAP47,NRAS
NISCH,NRAS
NDUFA9,RPUSD4
KAT2A,RBPJ
VWA8,RPUSD4
SNRPD3,WDR83
SRRM1,CSTF3
CSTF3,SNRPD3
DDX5,GSK3B
P2RY13,LPAR2
IPO7,SMG7
ZNF521,VIRMA
KAT6B,VIRMA
DTX4,VIRMA
CEP68,VIRMA
VIRMA,AKAP6
VIRMA,MYPN
VIRMA,KIF13A
VIRMA,MBD5
VIRMA,MTMR12
VIRMA,CSNK1G1
MYC,ZC3H11A
MRPL14,VHL
DHRS7,LMBR1L
HSD17B12,LMBR1L
RBPMS2,VHL
HK2,LMBR1L
MYCBP,VHL
RER1,LMBR1L
ABCF2,LMBR1L
LMBR1L,CTPS2
PDGFRA,CBL
DIMT1,BAG3
PSMB2,PSMD7
RPL7A,TTF1
PLCB1,TAS2R9
PLCB1,TAS2R1
PLCB1,TAS2R16
PLCB1,TAS2R4
PLCB1,TAS2R3
PLCB1,TAS2R30
PLCB1,TAS2R46
PLCB1,TAS2R43
PLCB1,TAS2R40
PLCB1,GALR1
TAS2R9,PIK3CG
TAS2R1,PIK3CG
TAS2R16,PIK3CG
TAS2R4,PIK3CG
TAS2R3,PIK3CG
TAS2R30,PIK3CG
TAS2R46,PIK3CG
TAS2R43,PIK3CG
TAS2R40,PIK3CG
GALR1,PIK3CG
RNPS1,LTV1
RNPS1,ACTR5
RC3H2,MAP7D1
HSPA1A,SLK
HSPA1A,KIAA1671
HSPA1A,PRKCG
HSPA1A,TET2
PLRG1,RC3H2
HIVEP1,HSPA1A
PFDN6,RC3H2
KRT5,MAP1LC3A
CTNNB1,UBTD1
CTNNB1,FGF14
EZH2,LMAN2L
EZH2,ANKFY1
EZH2,KLHDC2
ZMYND11,EZH2
MRPS5,GATD3A
MRPS5,SRP14
COPB1,POU5F1
SRP14,CENPU
POU5F1,PRPF3
ADCY6,CXCL11
SP1,TGS1
SMURF1,ACVR2A
VDAC2,WFS1
NDUFAF4,WFS1
TMEM9,WFS1
CCT4,TYK2
KLF11,CDC23
KLF11,EIF3F
ZFP36L2,EIF3F
HNRNPR,SF3B6
C11orf54,APP
CRACR2B,APP
DAPK2,APP
DHRSX,APP
ZNF431,APP
CPLX2,APP
APP,RAB28
APP,DMKN
APP,TPD52L3
APP,MPND
APP,FRMD8
APP,C1orf115
APP,GLB1L
APP,METTL16
APP,CNTN2
APP,SIGIRR
APP,ADI1
APP,ODAM
APP,ZFYVE1
APP,NUDT9
APP,LIPT1
APP,CATIP
APP,AREG
EP300,IFNA21
FGR,AR
ATAD3A,PPP2R2D
KPNB1,TPTE
PSMA4,ANAPC1
SEL1L,TNFRSF1A
MOB4,TNFRSF1A
PSME4,CCND1
RPL17,MAK16
ITGA4,ACAT1
ZNF48,RPL17
EEF1AKMT3,HSPA1L
VPS4A,INS
INS,PRORP
INS,SFXN3
INS,VTA1
PSMA1,VCP
PCM1,PLK1
BDKRB1,GABBR2
NMUR2,GABBR2
JUP,SOAT1
CXCL10,BDKRB1
CXCL10,NMUR2
ZNF417,NOTCH2
SAP18,EMD
PDGFRA,CCND2
TEAD3,H4C1
NME1-NME2,H4C1
PRMT7,H4C1
BAZ2B,H4C1
RPRD1B,BAG2
ABL2,BAG2
ASCC3,BAG2
NDUFA4,SLC25A3
FPR1,NPB
NPB,CASR
CNR2,CASR
CNR2,FPR1
CHRM3,CASR
SP3,UBE2I
SLC2A4,UBE2I
KCTD5,UBE2I
LCE1F,UBE2I
ADRM1,SNRNP200
TWNK,SRPK2
RPS23,EIF2S2
POMC,PPBP
NMUR1,PPBP
ERG,NEDD4
NEDD4,PALS1
STAU2,KSR1
ARAP1,RAC1
RAB5C,CAV1
SNIP1,NOLC1
SNIP1,KHSRP
PIK3R6,TAS2R7
STAT5A,SYK
GABARAPL1,PTPRR
GABARAPL1,NACA
SMAD2,TMOD1
HUWE1,PRDX6
HIPK2,SMAD2
CIT,MSRB3
CIT,AARS1
XRCC4,CALM1
LACTB,CALM1
AP2M1,NKAPD1
UBB,PER2
FSCN1,UBB
FANCF,UBB
CYLD,KMT5A
CYLD,DNAJB2
CYLD,SNX5
BCAP31,FKBP8
NUP42,NUP62
VAV3,ARHGEF12
NUP62,CAVIN1
SF3B2,ECPAS
EIF3A,EIF2B5
SOD1,RAB9A
PSME2,SOD1
IMMP1L,ATP5PB
EBP,ISG15
EBP,HSP90B1
ATP5PB,MTRF1
KRR1,DDX54
COP1,MTA1
FASTKD2,ATP5PO
FASTKD2,NDUFS1
MECOM,ATP5PO
POLR2J,NEURL4
ATP5PO,COP1
ILVBL,HSCB
PDLIM5,HSCB
CRTAP,HSCB
HSCB,POMK
HSCB,GPN3
LRRC59,WDR76
TUBA1B,SKI
TUBA1B,PDS5B
PIK3R5,GNA15
MARK2,PPP2R2B
FTH1,NR3C1
RPL18A,VHL
RPN2,MMS19
BRD2,SF1
DHX15,SF1
SF1,TAF15
KPNA2,S100A6
HMGB1,AHNAK
ENO1,POGZ
ATF2,AHNAK
ATF2,KRT18
PRKD1,PRKCZ
BCAS2,HMGB1
BCAS2,CSNK2A2
NUDT21,CPSF2
OCRL,EXOSC10
AP1B1,OCRL
SIN3A,BRPF3
DCUN1D1,UBE2V1
PHGDH,NFX1
GRB7,RPS2
TRAM1,RPS3A
TRAM1,RPS2
SSBP1,NIPSNAP1
HMBOX1,PICK1
SUPT6H,H2AC4
NGB,SSBP1
MCM10,PICK1
TXNL4A,H2AC4
SLAIN2,TUBA1A
PFKM,TUBA1A
LAMP3,TUBA1A
TUBA1A,LAGE3
FANCD2,PYGM
LZTR1,RUVBL1
FTSJ1,RUVBL1
DDX10,RPL11
ATXN3,GET4
MTOR,SEMA4C
TNIK,ANXA2
INSL5,ADCY4
INSL5,ADCY2
GNAQ,LPAR5
ADCY4,LPAR5
CEP43,PAFAH1B1
ADCY2,LPAR5
EIF2B1,RPS4X
RPS4X,SPCS2
HNRNPF,RNF20
H1-4,PRPF4B
SLC25A6,CALML3
SLC25A6,TMEM70
SLC25A6,SCGB2A2
TSFM,MRPL42
RXFP4,MTNR1A
HTR1A,MTNR1A
SMG1,UNK
SMG1,RPS7
RPS7,EIF5B
POLR2B,TADA2A
MTNR1A,APLN
MTNR1A,CCL16
ILF2,TADA2A
TFIP11,CCDC57
GPR182,MCU
GPR182,NTSR1
DNAJB6,FKBP5
LYAR,EPB41L5
NOP53,LYAR
PIK3C2A,LZTS2
MYO9A,LZTS2
DRD2,NDUFV1
CCR4,DRD2
ZC3HAV1,RPS6
ZNF512,DDX21
EDN3,GCGR
ITCH,TNFRSF10B
GSK3B,SMN2
CCR1,NAGK
CCR1,ACP3
PPAN,ZC3HAV1
ZC3HAV1,DDX18
MAPRE1,KNTC1
SMARCB1,H1-10
FMR1,HDLBP
DAZL,FMR1
COPS5,DPF2
UQCRFS1,LONP1
MTRF1L,LONP1
HLA-DRB1,NPC1
ZC3H7A,ATP5F1C
ATP5F1C,UQCRFS1
AP2B1,HLA-DRB1
CLU,MAPK9
ABI1,PRKAA1
CCT2,TAF1B
CCT2,MAP2K5
CDKN1B,YWHAH
MYL6,WDR77
C9orf72,RPLP0
BRCA2,BAG4
FBP1,SRRT
MRPS21,CAND1
COL3A1,CAND1
POLR3F,HSPB1
HSPB1,INPP5K
USP14,COPB2
RBM3,USP14
DAB2,IQGAP1
ATP5MG,USP14
SPAG5,USP14
SF3A2,RBM10
EEF1D,DGCR8
MYBBP1A,DGCR8
MYBBP1A,YBX2
SNRPC,SF3A2
POLR2I,SF3A2
FBXW5,CCT6A
HECTD1,UBE2L3
PRKCI,MAFB
PRKCI,TUBB2A
ADCY7,P2RY12
ADCY7,HTR1B
ADCY5,P2RY12
ADCY5,HTR1B
ZWINT,NUP133
RPL29,EIF3I
NUP160,HMGA1
MAP2K1,BUB1
PNMA2,PRRC2A
MRPS31,PRRC2A
SSX2IP,FANCG
RPL31,YTHDC2
AKT1,PIP5K1C
SNAI1,RBM17
HSD17B10,HDGF
FBXW11,UBE2G2
NGEF,GRN
PPP1CB,TPM2
GRN,WDR61
SIRT1,SART1
ATP5PD,TFAM
H2AX,RAB11B
FGF3,H2AX
CPS1,H2AX
SARAF,RAB5A
EIF1AX,RPL35A
BANP,ANKRD55
NMS,OPRD1
NMS,GNAT3
NMS,ADORA1
MEOX2,TASOR2
MEOX2,MPP1
HRAS,ROBO1
KNOP1,RPL23A
HNRNPA2B1,BRCA1
BRCA1,TERF1
ESYT1,PTPN1
PRDX4,PTPN1
PTPN1,SLMAP
FBXO7,USF1
MCM5,CDC5L
CXCR5,C3
PNOC,C3
OXER1,C3
CCR8,C3
BRD1,DNAJA3
PXN,ACTA2
MTIF3,NDUFAB1
DDX24,SET
RPL13A,RPL7L1
NOL8,CDC5L
CHMP4B,ALDH18A1
STAG2,MIS12
STAG2,CENPQ
EED,BAZ1B
PJA1,EED
IKBKB,TLR3
GPR45,STX17
S100B,CAMK2A
RACGAP1,ITSN1
GNA12,ITSN1
GNA12,GNAS
NUP85,MAD1L1
ITSN1,KALRN
SENP3,MAD1L1
SIAH2,STAT3
ZMYND19,HSPA4
STAT3,ROCK2
DLST,H2AC8
NCL,WIZ
GH1,PTPN11
SRPK3,NCL
MTHFD1L,PIH1D1
ABCF1,PIH1D1
SNRPE,COIL
EIF4A1,SH3GL3
CSNK1A1,MPRIP
MAP3K5,KMT2A
RLN3,CXCL9
RLN3,GCG
ACTR2,DCPS
ZNF346,MRPL4
DBN1,ACTBL2
RIF1,BSG
ACTBL2,MYO6
COX4I1,TACO1
COX4I1,NDUFS6
CENPV,FYN
FYN,CCNL2
PRKAR1A,SPTBN1
GRK5,SPTBN1
FAM120A,MRPS24
NUDC,RPS6KB2
DDB2,GRK5
AHSA1,PRKAR1A
UBE2G1,CUL1
AGL,CUL1
RAD51AP1,LRRK2
LRRK2,AURKC
LRRK2,NME1-NME2
LRRK2,METAP1
EDC4,SNCA
SNCA,USP8
NOTCH2NLA,MVP
VDAC2,UNC93B1
NDUFAF4,UNC93B1
USP22,KAT2B
PDHA1,VDAC2
DLAT,MRPS26
MDH2,NFATC1
ETFA,MCC
AFG3L2,PMPCA
RBM5,TGFBR2
FBXO5,BARD1
HNRNPA0,SNRPA
HNRNPA0,GTF2F1
ZBTB38,XRCC5
XRCC5,ATRIP
RHOQ,NTAQ1
TSNAX,IKBKE
LSM2,PNMA1
CPSF3,LSM2
CPSF3,POLR2C
FRMD6,PPP1CA
PPIH,ZC3H18
PPP1CA,PTPN7
RHOT2,SNAP29
KNG1,HCAR3
KNG1,HRH4
HCAR2,KNG1
HTR1D,KNG1
OXGR1,KNG1
TAS2R19,KNG1
FPR3,KNG1
CXCR6,KNG1
GRWD1,CEP57
HTRA2,CAD
LPAR3,CXCL12
LPAR3,PF4
LPAR3,GNA11
CAD,GRWD1
MYL9,YAP1
RPL24,RPS21
PPP2R2A,RPS21
RPS21,RPS25
NR2C2,FERMT3
FOXRED1,NR2C2
TMED5,NR2C2
MGST1,NR2C2
USP16,NR2C2
NMU,P2RY1
PPIL1,PRC1
MYO1E,PRC1
PRKCA,RPS6KA2
TRUB2,TRA2A
SF3B6,SNRPF
FBXO25,RPL12
FBXO25,PRKCA
DDX41,PTBP1
CSTF2,PTBP1
ZNF740,MYC
CSF1,MYC
MYC,MATN4
MYC,MAP4K3
MYC,KLF10
MYC,RLF
MYC,SERPINB6
REXO4,RPL37A
RPL37A,RPL39
AVP,CCL23
NPSR1,CCL23
DPF2,SMARCA5
GSK3A,SMARCA5
CREB1,SMARCA5
ADORA2B,AVP
ADORA2B,NPSR1
NDUFV2,FASTKD5
FASTKD5,GFM1
FASTKD5,HINT2
WWP1,RUNX1
IKZF1,RUNX1
PRKCD,CASP3
HLA-DPA1,PDPK1
PDPK1,PRKCD
MTIF2,MRPS5
HLA-B,ATP6V1A
HLA-B,HSPE1
TMEM17,TBC1D22B
PRKDC,SUMO2
RPS16,SEC11C
RPL6,SEC11C
SRSF10,RPL6
NSA2,RPS16
DSN1,CKAP5
KLHL20,CKAP5
DCTN3,CKAP5
MAPK8,SERPINB4
CXCL11,ARHGEF1
PLEKHG5,USP7
IGF2BP1,TUBGCP4
TANK,NEK2
PEX19,CDC25A
PSMB2,CDC25A
PSMB2,UBE2E1
NEK2,UBE2E1
ERO1A,RPS10
APOBEC3D,RPS10
PRMT5,AKAP8L
PSMD3,STAU1
CHD3,TNFRSF14
CHD3,PHF6
CHD3,NOL10
CHD3,SMARCA1
DENR,RECQL4
TMA16,RECQL4
RPS13,RBM19
RPS13,EIF2B4
PAK1,SLC9A3R2
HDAC5,LARS1
HDAC5,PDIA6
SPCS3,RPS13
RBM45,SNRPD2
RBM45,RPS5
NAP1L4,SOX2
SOX2,TRIM26
KDM1A,PRIM2
APC,ZNF408
STING1,OTULINL
BCAP31,OTULINL
SOAT1,ST7
SLC15A3,ST7
PAK2,RPL32
CXCL10,OPRM1
SGTA,IRS4
OPRM1,GABBR2
TUBB8,SIRT6
TUBB8,SLC15A3
GNB2,GABBR2
ADRA1B,LPAR1
LPAR1,NDUFAF1
PHB,RTCA
DNAJB11,ITFG1
EDN1,GPR17
GPR17,TAC1
GPR17,XCL2
VAV3,PIK3R2
PIK3R2,TRIB3
UBQLN2,NOC4L
HACD3,BMI1
CDK4,FKBP6
CCHCR1,CDK5RAP2
DNAJA1,CDK5RAP2
DNAJA1,HSPA6
AGO1,BICD1
AGO1,MRPS22
ACTR2,LRRK2
STUB1,TERF1
UBR5,STX11
UBR5,XRCC3
SPRED1,STX11
COX15,NDUFS8
UCHL5,RAD23B
PTPMT1,FTL
AGTR1,HTR1F
AGTR1,TAS2R41
CD2BP2,POLR2K
CD2BP2,TUBGCP2
RRS1,RPLP1
RC3H1,POLR1B
RC3H1,HSPA4L
RC3H1,FARSA
DUSP21,CDK1
ANLN,TAF2
H3-5,ANLN
UTP20,ANLN
P2RY6,PROK1
MLN,P2RY6
DAZL,FXR2
FLNA,MYO5C
CHUK,PRIM1
CHUK,IRF7
ZBTB7A,RPS19
HTR6,GNG2
FARS2,RPS19
ANAPC1,TPT1
RPL10,DEK
RPL10,BTF3
PACSIN3,RPL10
ECD,RB1
CLPX,MAPK6
MAPK6,SLC25A11
MAPK6,MAPKAP1
MAPK6,DDR1
PLCG1,DDR1
TUFM,GFM2
RBMS2,MRPL11
LUC7L,MRPL11
LSM1,SNRPB
EIF5,RPS9
PAPOLA,SNRPB
ADCY8,PPBP
HES1,SKP1
SEC11A,RPL26
SEC11A,RPL18A
RPL26,ZNF512
RPL18A,ZNF512
FGFR1,ITGB3
VWA8,MRPL50
EIF4A2,EIF2S2
CPSF2,SNRPD1
NPW,SAA1
CHRM2,SAA1
CHRM2,ADCY9
SNRPD1,TPR
SAA1,CCL20
RPS24,SSR4
H2BC3,CPSF2
ADCY9,CCL20
ADCY9,NPW
HNRNPUL1,CPSF2
G3BP1,RANBP1
G3BP1,MAGOHB
G3BP1,SIPA1L1
SPTY2D1,NPM1
EMG1,NPM1
OTUB1,CSDE1
HIP1,REL
CUL9,NCOA1
SND1,PSMC3
SEC61G,PSMC3
ATP5F1B,CUL7
KDM1A,SOX2
CKAP4,TCTN3
EBP,TCTN3
DUS3L,PLEKHA4
URGCP,PLEKHA4
MVD,PLEKHA4
IDI1,PLEKHA4
ADGRL2,PLEKHA4
SLC16A10,PLEKHA4
PLEKHA4,CAMK4
PLEKHA4,TUBA4B
PLEKHA4,MORC4
CHD4,LGALS7
CHD4,SBSN
PPP1R15A,AIFM1
RBBP7,CENPO
MED16,RXRA
KHDRBS1,HNRNPUL2
JAK1,PIK3CB
SP100,YY1
SFN,MAPT
ECM1,MAPK1
STOM,TSPAN15
MED7,NCOR2
RIPK3,RPS27
RBPMS,GATAD2B
CDKN2C,COPS6
HADHA,NDUFV3
RNF4,USP3
RNF4,STX16
RNF4,DEGS1
RFX1,RNF4
GOLGA7,RNF4
AKAP9,HNRNPCL2
RPS18,EIF5B
SMG1,RPS18
APOA1,P4HB
PSMA4,COP1
MRPL42,ABT1
ABT1,BRIX1
PRPF8,SERPINB2
TMEM33,RAF1
OBSL1,RRP9
OBSL1,SCYL2
OBSL1,MDK
OBSL1,KCNA4
MAD2L1,HDAC8
MOB4,PCM1
LRIF1,PSMD11
CCR9,BDKRB2
ZC3H10,PRKRA
ZNF574,PRKRA
RFC1,PRKRA
MAD2L2,RFC1
MAD2L2,COMTD1
HAX1,DNAJC7
TAF15,H2AC20
GNAI3,SSTR1
GNAI3,SST
GNAI3,TMIGD3
GNAI3,PYY
GNAI3,NPY
GNAI3,CXCL3
GNA13,SSTR1
GNA13,SST
GNA13,TMIGD3
GNA13,PYY
GNA13,NPY
GNA13,CXCL3
GNA13,ADRA1D
MLNR,FFAR1
ADRA1D,FFAR1
GAR1,KEAP1
SRSF3,FBXO38
ADCY6,GAL
RPS4Y1,RPS17
DHX9,CUL4B
AGO2,ATP2A1
PSMA8,PSMD4
PSMA8,PSMD2
DDX10,RPS8
HNRNPC,AQR
DYRK1A,TRIP12
DYRK1A,CNOT11
LZTS1,DYRK1A
LCK,MLF1
MLF1,RAD51
SGO1,RAD51
SMAD3,SAP130
PDIA3,AGRN
CCR4,POMC
NMUR1,CCR4
YBX2,RPS20
COPA,POU5F1
SRP14,SRPRA
RPS20,SRPRA
MAPK8IP3,SRC
LPAR5,CCL5
TNIK,NDUFS1
INSL5,CCL5
INSL5,INSR
IKZF3,ARMC8
PTGER3,CCR2
PPIE,SF1
GTF2I,JAK2
DNM1L,HNRNPAB
ADNP,ACTC1
EPS8,ACTC1
HNRNPK,IFNAR1
GABARAPL2,PRKCSH
MYO18A,SURF6
SRRM2,C1orf35
SSTR4,LPAR2
P2RY4,LPAR2
GRPR,LPAR2
NPBWR1,LPAR2
KRR1,NIFK
CCL28,BDKRB1
CCL28,NMUR2
GTF3C1,CDC34
CMTR1,SERBP1
SERBP1,MRPL23
EIF4G1,CMTR1
OPRD1,CASR
GNAT3,CASR
ADORA1,CASR
ADORA1,FPR1
MAGEB2,SRP72
SLC25A5,ANKRD55
FPR1,OPRD1
FPR1,GNAT3
SLC25A46,SEC16A
AMOT,DLG1
MRM1,DNAJA3
EEF1AKMT3,CTDP1
EEF1AKMT3,GOPC
ABL1,CHRD
MIS12,NDEL1
CENPQ,NDEL1
TMEM216,LRRC59
EIF3F,CD74
UBA1,CD74
EEF1A1,SLURP1
EEF1A1,AGO4
DAXX,FGF8
ETF1,RPL27A
MRPS30,RPL27A
ABI2,WASL
ABI2,PHF1
ARIH2,SART3
C5,S1PR4
PRKAA2,USHBP1
PSMB5,PSMD10
DYNC1I2,PFDN5
CEP128,CEP170
CCR5,GRM4
CCR5,CCR6
ORC1,PSMA6
PSMA6,ESPL1
ADCY4,P2RY12
ADCY4,HTR1B
CEP43,DUSP16
